gene_name,Pathway,SubPathway,Phenotype Description,Category,zscore,effect_size,pvalue,FDR_all,Tissue,Phenotype Code,gene,Protein Name,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,Derivation,File
GPX4,FERROPTOSIS,FERROPTOSIS,Nasal polyp,Respiratory,-4.09788781573398,-0.00159617753677183,4.16937251245281e-5,0.02778758095212994,Brain Cortex,J33,ENSG00000167468,GPX4,0.108319515326491,0.313758346833111,2.49611985974495e-18,4.98630223171696e-17,4,4,4,ICD10/FinnGen,J33.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,High light scatter reticulocyte count,Red blood cells,-2.83259105682373,-0.0268506178630008,0.00461724135686092,0.028026332152134816,Pancreas,30300_irnt,ENSG00000143799,PARP1,0.0339991797637942,0.0735359625953712,1.53372186837429e-6,6.02616635764847e-6,1,1,1,Lab/Continuous,30300_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Lymphocyte percentage,White blood cells,2.83148739703223,0.0110344656899837,0.0046332059434612,0.028051852612076465,Skin Sun Exposed Lower leg,30180_irnt,ENSG00000167468,GPX4,0.165951502072064,0.271692108992813,1.908255405309859e-43,2.9929855955995695e-42,16,18,18,Lab/Continuous,30180_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Neutrophil percentage,White blood cells,-2.83118391080849,-0.0146937675829586,0.00463760466570619,0.028051852612076465,Stomach,30200_irnt,ENSG00000137714,FDX1,0.109101337191831,0.129453805997996,2.45194046755825e-11,2.0429701471431e-10,9,9,9,Lab/Continuous,30200_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Lymphocyte count,White blood cells,2.82946908216247,0.019083708136283,0.00466253047807272,0.028153575338901712,Pituitary,30120_irnt,ENSG00000137714,FDX1,0.0652510535002598,0.0546003451949298,2.8495961451183e-4,9.8756553424449e-4,9,9,9,Lab/Continuous,30120_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Sodium in urine,Urine,2.8277866399922,0.0141114296896164,0.004687103357549,0.02825281746078147,Artery Coronary,30530_irnt,ENSG00000137714,FDX1,0.111357926317952,0.218857705940011,5.56207256284715e-13,9.21792025706805e-12,8,8,8,Lab/Continuous,30530_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Sodium in urine,Urine,2.82579794077133,0.0127675659913455,0.00471630043213966,0.02837954090188717,Esophagus Muscularis,30530_irnt,ENSG00000137714,FDX1,0.1353546356307,0.255889777870194,1.4003669296647398e-31,1.7656571237391498e-30,17,17,17,Lab/Continuous,30530_irnt.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Neutrophil count,White blood cells,2.82482562135945,0.0191958773484969,0.00473063537274246,0.028416550197511797,Brain Cerebellar Hemisphere,30140_irnt,ENSG00000143799,PARP1,0.0653969382758903,0.139767776593914,3.46507804648943e-7,1.76623673705635e-6,8,8,8,Lab/Continuous,30140_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Platelet distribution width,Platelets,2.82254353354626,0.0128690052820549,0.00476443530757747,0.02854998688762498,Lung,30110_irnt,ENSG00000167468,GPX4,0.128957633189967,0.0925932394171477,1.7048679008563098e-12,8.56273202562383e-12,9,9,9,Lab/Continuous,30110_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Mean sphered cell volume,Red blood cells,-2.82221662178306,-0.0145072740267779,0.00476929504459173,0.02854998688762498,Prostate,30270_irnt,ENSG00000167468,GPX4,0.10125256628936,0.215251943814792,3.39482898261183e-13,5.5111744501523894e-12,4,4,4,Lab/Continuous,30270_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Mean sphered cell volume,Red blood cells,-2.82057546900446,-0.0144545602056158,0.00479375961080452,0.028647045385048694,Colon Sigmoid,30270_irnt,ENSG00000167468,GPX4,0.102021405788798,0.227580346138483,1.7761963389865598e-19,2.34608790566526e-18,4,4,4,Lab/Continuous,30270_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Sodium in urine,Urine,2.81920812663102,0.0268746496010319,0.00481422916405092,0.02871993755598762,Minor Salivary Gland,30530_irnt,ENSG00000137714,FDX1,0.0306490557735225,0.0738897141686495,9.8150764529435e-4,0.0046359965728117,3,3,3,Lab/Continuous,30530_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Suggestive for eosinophilic asthma *,Respiratory,-4.08683065751119,-0.00132717650920326,4.37306069169858e-5,0.028789671753738557,Esophagus Mucosa,ASTHMA_EOSINOPHIL_SUGG,ENSG00000167468,GPX4,0.159033906531119,0.278879450768154,4.85765934031134e-37,7.589240165920119e-36,16,17,17,ICD10/FinnGen,ASTHMA_EOSINOPHIL_SUGG.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Lymphocyte percentage,White blood cells,2.81761091959523,0.0166831713719494,0.00483823999566223,0.028813669408129093,Brain Amygdala,30180_irnt,ENSG00000167468,GPX4,0.072085737956111,0.113006750856746,9.82347320973312e-5,7.6475229252786e-4,4,4,4,Lab/Continuous,30180_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Creatinine (enzymatic) in urine,Urine,2.81668709328803,0.131689075077103,0.00485217729576231,0.028847191046038934,Brain Hippocampus,30510_irnt,ENSG00000137714,FDX1,0.00121065843165096,0.0279669848611986,0.0317962196277652,0.0863598460931915,2,2,2,Lab/Continuous,30510_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Lymphocyte percentage,White blood cells,2.81525368984329,0.0114178618234651,0.00487387424243391,0.0289007843763281,Stomach,30180_irnt,ENSG00000167468,GPX4,0.153164953276161,0.308437865511478,1.29705927445338e-27,3.93492707377633e-26,10,10,10,Lab/Continuous,30180_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,High light scatter reticulocyte count,Red blood cells,2.81499233309157,0.0108320362300825,0.00487783975936874,0.0289007843763281,Lung,30300_irnt,ENSG00000137714,FDX1,0.197954493147519,0.21273855894778,1.71474071682817e-28,2.26212652421491e-27,18,18,18,Lab/Continuous,30300_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Mean reticulocyte volume,Red blood cells,2.81428634748918,0.0129536066292435,0.00488856614150717,0.02891499428162333,Thyroid,30260_irnt,ENSG00000137714,FDX1,0.143335218894699,0.212519549530288,1.51764530993689e-31,1.2670380468730299e-30,23,23,23,Lab/Continuous,30260_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Sodium in urine,Urine,2.81230255159771,0.0140504722321394,0.00491882122913995,0.02904446821015971,Colon Sigmoid,30530_irnt,ENSG00000137714,FDX1,0.111026362229148,0.148651021657771,1.03555562630657e-12,7.64872788253643e-12,8,8,8,Lab/Continuous,30530_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Platelet distribution width,Platelets,2.81153267993512,0.0141903603943149,0.00493060817113338,0.02906463764036519,Brain Cerebellar Hemisphere,30110_irnt,ENSG00000167468,GPX4,0.104312263288385,0.326882209927943,1.41254226390544e-16,2.3342935692373704e-15,4,4,4,Lab/Continuous,30110_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Platelet distribution width,Platelets,2.80956004618506,0.0115331206184953,0.00496092640151393,0.029193790620434514,Esophagus Mucosa,30110_irnt,ENSG00000167468,GPX4,0.159033906531119,0.278879450768154,4.85765934031134e-37,7.589240165920119e-36,16,17,17,Lab/Continuous,30110_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Lymphocyte count,White blood cells,2.80791987741388,0.01281205328571,0.00498626309696067,0.029243759244336903,Brain Putamen basal ganglia,30120_irnt,ENSG00000167468,GPX4,0.142848661751814,0.233227633467535,2.5627116991220398e-11,3.59257161796176e-10,23,23,23,Lab/Continuous,30120_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Lymphocyte percentage,White blood cells,2.80800140955946,0.0117353766867685,0.00498500086124224,0.029243759244336903,Artery Aorta,30180_irnt,ENSG00000167468,GPX4,0.144011964562213,0.120776669922492,1.99165545649945e-12,1.00902817675979e-11,11,11,11,Lab/Continuous,30180_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,High light scatter reticulocyte percentage,Red blood cells,2.80301912872288,0.0108537172682956,0.00506266665170411,0.029641785185019684,Lung,30290_irnt,ENSG00000137714,FDX1,0.197954493147519,0.21273855894778,1.71474071682817e-28,2.26212652421491e-27,18,18,18,Lab/Continuous,30290_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,White blood cell (leukocyte) count,White blood cells,2.79415613037429,0.0159351737703945,0.00520353490067547,0.03036415659688274,Ovary,30000_irnt,ENSG00000167468,GPX4,0.0812806983505589,0.333209211076697,3.20084287351836e-16,1.1306009563804e-14,3,3,3,Lab/Continuous,30000_irnt.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Red blood cell (erythrocyte) count,Red blood cells,2.79454751652885,0.0161446837113802,0.00519724023652428,0.03036415659688274,Brain Cerebellum,30010_irnt,ENSG00000143799,PARP1,0.0666824885099742,0.167010673170223,8.09890585693952e-10,4.752701505256291e-9,12,12,12,Lab/Continuous,30010_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Sodium in urine,Urine,2.79350396925976,0.0127978018445941,0.0052140389121973,0.030374401179780245,Artery Tibial,30530_irnt,ENSG00000137714,FDX1,0.131841341107528,0.30964577123753,8.753180214874399e-49,1.60191378474458e-47,13,13,13,Lab/Continuous,30530_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Lymphocyte percentage,White blood cells,2.79236671373952,0.0112990782293092,0.0052324019219823,0.030422991539498713,Colon Transverse,30180_irnt,ENSG00000167468,GPX4,0.153909896298651,0.268949874164991,1.00982421426037e-26,2.0312444960529095e-25,10,10,10,Lab/Continuous,30180_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Neutrophil percentage,White blood cells,-2.79190309316936,-0.0153174986401198,0.00523990464879615,0.030422991539498713,Prostate,30200_irnt,ENSG00000137714,FDX1,0.0973112059833749,0.0188307347008904,0.0415418260306968,0.0875427177738215,5,5,5,Lab/Continuous,30200_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Crohn's disease [regional enteritis],Digestive,4.06545304438178,0.00112815316017963,4.79392458517129e-5,0.031180147566974323,Vagina,K50,ENSG00000167468,GPX4,0.0987067811032541,0.168475088887476,4.30171959208445e-7,6.90192064158988e-6,4,4,4,ICD10/FinnGen,K50.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Neutrophil percentage,White blood cells,-2.78157613390453,-0.0131142521929088,0.00540956407193129,0.031355603435301235,Artery Tibial,30200_irnt,ENSG00000137714,FDX1,0.131841341107528,0.30964577123753,8.753180214874399e-49,1.60191378474458e-47,13,13,13,Lab/Continuous,30200_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Mean sphered cell volume,Red blood cells,-2.77760691820838,-0.0142935230097466,0.00547608205500963,0.031688261491655725,Minor Salivary Gland,30270_irnt,ENSG00000167468,GPX4,0.100450599347662,0.17632364015254,1.61244888784988e-7,2.00699438018387e-6,3,3,3,Lab/Continuous,30270_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Mean sphered cell volume,Red blood cells,-2.77367617654335,-0.0131981262835249,0.00554268197455432,0.03202028588294942,Breast Mammary Tissue,30270_irnt,ENSG00000167468,GPX4,0.117485081449608,0.0463565842992674,1.54776829340103e-5,4.85025136973455e-5,12,13,13,Lab/Continuous,30270_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Lymphocyte percentage,White blood cells,2.76826526124096,0.0115316431212024,0.00563555664702379,0.03246116251058554,Heart Atrial Appendage,30180_irnt,ENSG00000167468,GPX4,0.145106099523724,0.0553827053557085,4.46853204827009e-6,1.41362585903547e-5,11,12,12,Lab/Continuous,30180_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Sodium in urine,Urine,2.76814156427836,0.0139569727693738,0.00563769613879121,0.03246116251058554,Stomach,30530_irnt,ENSG00000137714,FDX1,0.109101337191831,0.129453805997996,2.45194046755825e-11,2.0429701471431e-10,9,9,9,Lab/Continuous,30530_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Lymphocyte count,White blood cells,2.7605950151082,0.0111474241730789,0.00576961724468991,0.03316574681053538,Artery Aorta,30120_irnt,ENSG00000137714,FDX1,0.184082325388953,0.202475025837475,1.08944286289863e-20,1.01197923076395e-19,7,7,7,Lab/Continuous,30120_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Neutrophil count,White blood cells,-2.75927527200859,-0.0163848068635974,0.00579297153028142,0.03319009431210741,Skin Sun Exposed Lower leg,30140_irnt,ENSG00000137714,FDX1,0.08424328432641,0.131304673626055,3.2838379076301795e-20,1.8995781183673297e-19,2,2,2,Lab/Continuous,30140_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Potassium in urine,Urine,2.75980043411255,0.0364543527826808,0.00578366802606637,0.03319009431210741,Brain Nucleus accumbens basal ganglia,30520_irnt,ENSG00000137714,FDX1,0.0157358029370613,0.031881892196795,0.0110075324195885,0.0275504089569405,1,1,1,Lab/Continuous,30520_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Mean reticulocyte volume,Red blood cells,2.75841543106205,0.0711544990437541,0.00580823316951591,0.033222710979504515,Uterus,30260_irnt,ENSG00000137714,FDX1,0.00457610931560189,0.0584599169363549,0.00577128696117005,0.0246595663090257,3,3,3,Lab/Continuous,30260_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Lymphocyte percentage,White blood cells,2.75599147877107,0.0161943365936038,0.00585145213794182,0.033414871419299344,Skin Sun Exposed Lower leg,30180_irnt,ENSG00000137714,FDX1,0.08424328432641,0.131304673626055,3.2838379076301795e-20,1.8995781183673297e-19,2,2,2,Lab/Continuous,30180_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Mean sphered cell volume,Red blood cells,-2.75542002086322,-0.0113953503154228,0.00586168334408694,0.03341833262835773,Artery Tibial,30270_irnt,ENSG00000167468,GPX4,0.155239050107277,0.200965132824409,3.24676685507357e-30,2.98629349723113e-29,20,21,21,Lab/Continuous,30270_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Lymphocyte percentage,White blood cells,2.75417763941162,0.0212403332465361,0.0058839822165741304,0.033490469272041606,Brain Putamen basal ganglia,30180_irnt,ENSG00000137714,FDX1,0.0455207888940378,0.0557180929510645,0.00194255188835288,0.00641089463982325,10,10,10,Lab/Continuous,30180_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Crohn's disease [regional enteritis],Digestive,4.04493061370154,9.0476636431683e-4,5.23386232093062e-5,0.03363628851584745,Pancreas,K50,ENSG00000167468,GPX4,0.152120411747757,0.321742890963193,2.29297188938355e-27,5.21026242826987e-26,6,6,6,ICD10/FinnGen,K50.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Lymphocyte percentage,White blood cells,2.74668593000165,0.0165329373587888,0.00602007525727471,0.03415310668832973,Skin Not Sun Exposed Suprapubic,30180_irnt,ENSG00000137714,FDX1,0.0803704589433941,0.0996279101523518,2.00918395030239e-13,9.05279522729401e-13,3,3,3,Lab/Continuous,30180_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Mean sphered cell volume,Red blood cells,-2.74684334554363,-0.0168950418893568,0.00601718675033295,0.03415310668832973,Adipose Visceral Omentum,30270_irnt,ENSG00000167468,GPX4,0.0708863474251346,0.102890050735388,1.10305321062529e-12,6.05058861821891e-12,4,4,4,Lab/Continuous,30270_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Lymphocyte percentage,White blood cells,2.74225018005843,0.0132548097364398,0.00610198463832279,0.034561322453926145,Brain Cortex,30180_irnt,ENSG00000167468,GPX4,0.108319515326491,0.313758346833111,2.49611985974495e-18,4.98630223171696e-17,4,4,4,Lab/Continuous,30180_irnt.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Mean reticulocyte volume,Red blood cells,-2.74094628561216,-0.0297172326363357,0.00612625217376115,0.0346422598490207,Adipose Visceral Omentum,30260_irnt,ENSG00000143799,PARP1,0.0258976380580806,0.0423542839488728,7.01555611049142e-6,1.93966714918097e-5,22,22,22,Lab/Continuous,30260_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Sodium in urine,Urine,2.74010833503023,0.0168806392225521,0.00614189360114377,0.034674235094587266,Small Intestine Terminal Ileum,30530_irnt,ENSG00000137714,FDX1,0.0728696653428075,0.126267849575418,1.49829962040639e-6,1.20193942299939e-5,6,6,6,Lab/Continuous,30530_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Neutrophil percentage,White blood cells,-2.73886839655313,-0.0125776949775358,0.00616510463709283,0.034748771590886865,Nerve Tibial,30200_irnt,ENSG00000137714,FDX1,0.139007832150548,0.265154745145629,2.33091118698386e-37,2.5414219769103397e-36,16,16,16,Lab/Continuous,30200_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Mean reticulocyte volume,Red blood cells,2.73595668081434,0.0131650951478737,0.00621992134438519,0.03500091881313676,Colon Transverse,30260_irnt,ENSG00000137714,FDX1,0.130534867947655,0.142261624172121,6.92545341055884e-14,5.48711009008469e-13,35,35,35,Lab/Continuous,30260_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Lymphocyte percentage,White blood cells,2.73375465422728,0.0108907616623875,0.00626166826064895,0.03517882233167177,Esophagus Mucosa,30180_irnt,ENSG00000167468,GPX4,0.159033906531119,0.278879450768154,4.85765934031134e-37,7.589240165920119e-36,16,17,17,Lab/Continuous,30180_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Lymphocyte count,White blood cells,2.73313621282059,0.0196248308475598,0.00627343820548309,0.035188008803614355,Brain Hypothalamus,30120_irnt,ENSG00000137714,FDX1,0.0577702037616435,0.0292383404000934,0.0257831333533673,0.0701134777881373,8,8,8,Lab/Continuous,30120_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Mean sphered cell volume,Red blood cells,-2.72876195426878,-0.0128521395135637,0.00635725762006042,0.03560064267233835,Small Intestine Terminal Ileum,30270_irnt,ENSG00000167468,GPX4,0.120718730920166,0.234934678367557,1.2256332851048199e-11,2.33098096727325e-10,4,4,4,Lab/Continuous,30270_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Sodium in urine,Urine,2.72573536872252,0.0178183705349135,0.00641584145793753,0.035870855945183744,Pituitary,30530_irnt,ENSG00000137714,FDX1,0.0652510535002598,0.0546003451949298,2.8495961451183e-4,9.8756553424449e-4,9,9,9,Lab/Continuous,30530_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Lymphocyte count,White blood cells,2.72340801645542,0.0195669911712819,0.00646122053664223,0.03602959795485642,Brain Caudate basal ganglia,30120_irnt,ENSG00000137714,FDX1,0.057715202017806,0.0573587904898221,7.7007693910809e-4,0.00250987149094041,8,8,8,Lab/Continuous,30120_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Lymphocyte percentage,White blood cells,2.72275241217188,0.0152639834427057,0.00647405563164392,0.03602959795485642,Brain Anterior cingulate cortex BA24,30180_irnt,ENSG00000167468,GPX4,0.0804067249500831,0.140627791430511,2.87156474828219e-6,2.30292594826397e-5,4,4,4,Lab/Continuous,30180_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Neutrophil percentage,White blood cells,-2.72196619854896,-0.0140170088876195,0.0064894779739809,0.03602959795485642,Heart Left Ventricle,30200_irnt,ENSG00000137714,FDX1,0.111493238485208,0.1799118189298,2.74284900818432e-18,3.01531854563993e-17,5,5,5,Lab/Continuous,30200_irnt.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Mean sphered cell volume,Red blood cells,-2.72230172157288,-0.0406365979597272,0.00648289232681681,0.03602959795485642,Testis,30270_irnt,ENSG00000143799,PARP1,0.0136172345923026,0.0328396653659769,0.00108976563602827,0.00241735451823355,1,1,1,Lab/Continuous,30270_irnt.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Immature reticulocyte fraction,Red blood cells,-2.72162811793828,-0.0186567119288977,0.0064961199077592504,0.03602959795485642,Brain Cerebellum,30280_irnt,ENSG00000143799,PARP1,0.0666824885099742,0.167010673170223,8.09890585693952e-10,4.752701505256291e-9,12,12,12,Lab/Continuous,30280_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Mean sphered cell volume,Red blood cells,-2.72079854525594,-0.0108904567893998,0.00651244361626584,0.036062526691666666,Skin Sun Exposed Lower leg,30270_irnt,ENSG00000167468,GPX4,0.165951502072064,0.271692108992813,1.908255405309859e-43,2.9929855955995695e-42,16,18,18,Lab/Continuous,30270_irnt.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Mean sphered cell volume,Red blood cells,-2.72002696990967,-0.025871041681321,0.00652765920305958,0.03608922412901729,Pancreas,30270_irnt,ENSG00000143799,PARP1,0.0339991797637942,0.0735359625953712,1.53372186837429e-6,6.02616635764847e-6,1,1,1,Lab/Continuous,30270_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Neutrophil percentage,White blood cells,2.71885725515181,0.0123883928544826,0.00655078714539926,0.03615951187412755,Whole Blood,30200_irnt,ENSG00000167468,GPX4,0.12989577010484,0.179531014739434,1.4327497758297698e-30,1.34190201560375e-29,8,9,9,Lab/Continuous,30200_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Neutrophil percentage,White blood cells,-2.7180828605513,-0.0171972247865905,0.00656613922037949,0.03618672281453586,Small Intestine Terminal Ileum,30200_irnt,ENSG00000137714,FDX1,0.0728696653428075,0.126267849575418,1.49829962040639e-6,1.20193942299939e-5,6,6,6,Lab/Continuous,30200_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Mean reticulocyte volume,Red blood cells,2.71641108279771,0.0141578544239374,0.00659939194477636,0.03631234363274726,Heart Left Ventricle,30260_irnt,ENSG00000137714,FDX1,0.111493238485208,0.1799118189298,2.74284900818432e-18,3.01531854563993e-17,5,5,5,Lab/Continuous,30260_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,White blood cell (leukocyte) count,White blood cells,2.71474014578194,0.0115592184836939,0.00663277918393307,0.036313022444442386,Esophagus Muscularis,30000_irnt,ENSG00000167468,GPX4,0.153146365284348,0.239092943921824,2.54083457138107e-29,2.894880567778729e-28,21,22,22,Lab/Continuous,30000_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Platelet count,Platelets,-2.7136534221772,-0.0164306842763288,0.0066545745951038,0.036313022444442386,Brain Amygdala,30080_irnt,ENSG00000167468,GPX4,0.072085737956111,0.113006750856746,9.82347320973312e-5,7.6475229252786e-4,4,4,4,Lab/Continuous,30080_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Neutrophil percentage,White blood cells,-2.71486256781233,-0.0151043390853872,0.00663032790527758,0.036313022444442386,Esophagus Gastroesophageal Junction,30200_irnt,ENSG00000137714,FDX1,0.0948558176526006,0.146109429608991,6.36674618675151e-13,4.4011327323697e-12,5,5,5,Lab/Continuous,30200_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Mean reticulocyte volume,Red blood cells,2.71327058002266,0.0109699332369804,0.00666226823073439,0.036313022444442386,Adipose Visceral Omentum,30260_irnt,ENSG00000137714,FDX1,0.184665487847347,0.264701175369098,4.70381035352811e-33,8.77403753228036e-32,17,17,17,Lab/Continuous,30260_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Mean sphered cell volume,Red blood cells,-2.71398210407311,-0.0110287885129649,0.00664797574338711,0.036313022444442386,Esophagus Gastroesophageal Junction,30270_irnt,ENSG00000167468,GPX4,0.161191819638267,0.195701074436495,3.02756003178363e-17,3.00739643595695e-16,9,9,9,Lab/Continuous,30270_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Mean sphered cell volume,Red blood cells,-2.71455065327563,-0.0116646497706246,0.00663657503373861,0.036313022444442386,Artery Aorta,30270_irnt,ENSG00000167468,GPX4,0.144011964562213,0.120776669922492,1.99165545649945e-12,1.00902817675979e-11,11,11,11,Lab/Continuous,30270_irnt.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Platelet count,Platelets,-2.70904087675649,-0.0155480072460058,0.00674780256015646,0.03660990562411266,Brain Anterior cingulate cortex BA24,30080_irnt,ENSG00000167468,GPX4,0.0804067249500831,0.140627791430511,2.87156474828219e-6,2.30292594826397e-5,4,4,4,Lab/Continuous,30080_irnt.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Platelet count,Platelets,-2.70849495220009,-0.00994743610630086,0.00675891402795398,0.03660990562411266,Heart Atrial Appendage,30080_irnt,ENSG00000137714,FDX1,0.217903041192583,0.252627746661767,3.29046040001124e-25,5.27120437544798e-24,12,12,12,Lab/Continuous,30080_irnt.gwas.imputed_v3.both_sexes.csv
