phecodeID,gene,gene_name,zscore,effect_size,pvalue,pred_perf_R2,pred_perf_pval,n_snps_used,n_snps_in_model,Tissue,Phenotype Description
Phecode_430.2,ENSG00000101966,XIAP,1.12417321889748,4.05525842166302,0.260939548433656,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Nontraumatic intracerebral hemorrhage
Phecode_350.3,ENSG00000101966,XIAP,-1.12347450862644,-1.01888225047128,0.261236021026922,0.0464861651367059,0.0102384897777491,79,102,Vagina,Dystonia
Phecode_350.3,ENSG00000101966,XIAP,1.12240056160863,4.77208035140666,0.261692165801946,0.00137036777807214,0.65621404485927,18,24,Brain Anterior cingulate cortex BA24,Dystonia
Phecode_433.1,ENSG00000101966,XIAP,-1.12144892988182,-23.2345803570262,0.262096818517958,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
Phecode_357,ENSG00000101966,XIAP,-1.11967267713115,-13.5636174558013,0.262853272462545,0.00643600217749132,0.0826450623020488,13,16,Adipose Visceral Omentum,Inflammatory polyneuropathy
Phecode_592.1,ENSG00000101966,XIAP,-1.11954571863569,-12.5775989824163,0.262907398020515,0.00643600217749132,0.0826450623020488,13,16,Adipose Visceral Omentum,Cystitis
Phecode_296.22,ENSG00000101966,XIAP,1.11941112198458,1.87844433871153,0.2629647883158,0.00819518909887165,0.179950352248207,6,8,Prostate,"Major depressive disorder, single episode, Major depressive disorder, recurrent"
Phecode_464,ENSG00000101966,XIAP,-1.11923458454054,-4.32073524688404,0.263040074739634,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Acute sinusitis
Phecode_153.2,ENSG00000101966,XIAP,1.11894793004372,5.38890330345084,0.263162353538464,0.00137036777807214,0.65621404485927,18,24,Brain Anterior cingulate cortex BA24,Malignant neoplasm of colon
Phecode_592.1,ENSG00000101966,XIAP,-1.11837525373269,-3.65997145031766,0.263406758719749,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Cystitis
Phecode_695.7,ENSG00000101966,XIAP,1.11757176793227,15.2075619373281,0.263749932093218,0.00129876221287029,0.490692856432904,5,6,Colon Transverse,"Lichen simplex chronicus and prurigo, Lichen planus"
Phecode_193,ENSG00000101966,XIAP,-1.11650869018753,-1.41033865711612,0.264204452465052,0.0464861651367059,0.0102384897777491,79,102,Vagina,Malignant neoplasm of thyroid gland
Phecode_189.11,ENSG00000101966,XIAP,-1.11210662175948,-27.1887784218807,0.266092309976342,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,"Malignant neoplasm of kidney, except renal pelvis"
Phecode_715.2,ENSG00000101966,XIAP,-1.11056485239607,-28.2420940745662,0.266755698670134,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Ankylosing spondylitis
Phecode_191.11,ENSG00000101966,XIAP,-1.10940209694345,-22.6705205932659,0.267256758172347,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Malignant neoplasm of brain
Phecode_213,ENSG00000101966,XIAP,-1.10624844408441,-6.14951520968983,0.268619,8.5025141061712e-4,0.562894924430997,1,1,Breast Mammary Tissue,Benign neoplasm of bone and articular cartilage
Phecode_474,ENSG00000101966,XIAP,-1.10404621217831,-8.16017913964358,0.269573091912842,0.0377529699560139,1.95853042611589e-7,11,12,Muscle Skeletal,Peritonsillar abscess
Phecode_342,ENSG00000101966,XIAP,1.10356006611628,2.27012450558834,0.269784022072629,0.0694743406400344,1.1521559838448e-4,22,24,Brain Cerebellum,Hemiplegia and hemiparesis
Phecode_430.2,ENSG00000101966,XIAP,-1.10097268024929,-12.0993310065028,0.270908547581556,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Nontraumatic intracerebral hemorrhage
Phecode_150,ENSG00000101966,XIAP,-1.09994770389255,-11.8213004970884,0.271354908189863,0.00643600217749132,0.0826450623020488,13,16,Adipose Visceral Omentum,Malignant neoplasm of esophagus
Phecode_596.5,ENSG00000101966,XIAP,-1.09742468448596,-12.816788906418,0.272455787669326,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,"Neuromuscular dysfunction of bladder, not elsewhere classified"
Phecode_383,ENSG00000101966,XIAP,-1.09720121175054,-7.12161227521548,0.272553443582686,0.0248894620041401,0.0280223222099899,46,59,Brain Caudate basal ganglia,Otosclerosis
Phecode_483,ENSG00000101966,XIAP,-1.09255678445571,-13.0656214676064,0.274588445753106,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Acute bronchitis
Phecode_350.3,ENSG00000101966,XIAP,-1.09100901764149,-26.8731973352886,0.275268914654227,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Dystonia
Phecode_529,ENSG00000101966,XIAP,-1.09091549308232,-3.73723077757256,0.275310069158985,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Diseases of tongue
Phecode_550.3,ENSG00000101966,XIAP,1.09071166083491,10.6438299517432,0.275399777957887,0.00473758085645384,0.075009256776443,12,13,Whole Blood,Femoral hernia
Phecode_327,ENSG00000101966,XIAP,-1.08993833041959,-14.1512415948086,0.275740310521838,0.00643600217749132,0.0826450623020488,13,16,Adipose Visceral Omentum,Sleep disorders
Phecode_317,ENSG00000101966,XIAP,-1.08906182466135,-6.64745708658997,0.276126623056746,0.0248894620041401,0.0280223222099899,46,59,Brain Caudate basal ganglia,Alcohol related disorders
Phecode_433.1,ENSG00000101966,XIAP,1.08893737333855,16.8217658788703,0.276181503839269,0.0157267878602023,0.130159233563786,2,3,Cells EBV-transformed lymphocytes,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
Phecode_193,ENSG00000101966,XIAP,1.08541144479324,2.67991056215857,0.277739465692073,0.0694743406400344,1.1521559838448e-4,22,24,Brain Cerebellum,Malignant neoplasm of thyroid gland
Phecode_367,ENSG00000101966,XIAP,1.08466908573329,3.99913144680931,0.278068244594979,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Disorders of refraction and accommodation
Phecode_480.11,ENSG00000101966,XIAP,-1.08417972906275,-6.3458627074072,0.27828511763486,0.00872321152229791,0.025242222301231,17,19,Thyroid,Pneumonia due to Streptococcus pneumoniae
Phecode_596.5,ENSG00000101966,XIAP,-1.08139345690849,-13.9112271733762,0.279522130949643,0.00643600217749132,0.0826450623020488,13,16,Adipose Visceral Omentum,"Neuromuscular dysfunction of bladder, not elsewhere classified"
Phecode_112,ENSG00000101966,XIAP,-1.07918350350173,-13.4625693230053,0.280505932098846,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Candidiasis
Phecode_327,ENSG00000101966,XIAP,1.07840044922533,5.48951020597234,0.280855086627431,0.00137036777807214,0.65621404485927,18,24,Brain Anterior cingulate cortex BA24,Sleep disorders
Phecode_420.3,ENSG00000101966,XIAP,1.07720423372972,13.2676832446111,0.281389034283545,0.00473758085645384,0.075009256776443,12,13,Whole Blood,Acute and subacute endocarditis
Phecode_383,ENSG00000101966,XIAP,-1.07416381162301,-28.776273659189,0.28274926864053,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Otosclerosis
Phecode_703,ENSG00000101966,XIAP,1.07313146756384,0.548466026456515,0.283212134044793,0.038355018597493,1.4574679294239e-5,37,48,Cells Cultured fibroblasts,Nail disorders
Phecode_151,ENSG00000101966,XIAP,-1.06960977115463,-4.0629331492656,0.284794995140724,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Malignant neoplasm of stomach
Phecode_703,ENSG00000101966,XIAP,-1.06854227669418,-5.65351258607228,0.285275970690856,0.0248894620041401,0.0280223222099899,46,59,Brain Caudate basal ganglia,Nail disorders
Phecode_149.4,ENSG00000101966,XIAP,-1.06840181121178,-11.1615497321337,0.285339300375748,0.00643600217749132,0.0826450623020488,13,16,Adipose Visceral Omentum,Malignant neoplasm of larynx
Phecode_228,ENSG00000101966,XIAP,-1.06801000218905,-4.84904625762089,0.285516,8.5025141061712e-4,0.562894924430997,1,1,Breast Mammary Tissue,"Hemangioma and lymphangioma, any site"
Phecode_480,ENSG00000101966,XIAP,-1.06375144220026,-25.5246874761491,0.287441313796382,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,"Pneumonia, unspecified organism"
Phecode_471,ENSG00000101966,XIAP,-1.06341918290443,-6.4506813960782,0.28759189725383,0.00872321152229791,0.025242222301231,17,19,Thyroid,Nasal polyp
Phecode_198,ENSG00000101966,XIAP,1.06255435092701,1.21684135075578,0.287984097860418,0.038355018597493,1.4574679294239e-5,37,48,Cells Cultured fibroblasts,Secondary malignant neoplasm of respiratory and digestive organs
Phecode_8,ENSG00000101966,XIAP,-1.06120994315442,-6.89603413422751,0.288594501649297,0.0248894620041401,0.0280223222099899,46,59,Brain Caudate basal ganglia,"Infectious gastroenteritis and colitis, unspecified"
Phecode_592.1,ENSG00000101966,XIAP,-1.05947884741997,-26.8940936519253,0.289381757588413,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Cystitis
Phecode_368,ENSG00000101966,XIAP,-1.05923860953149,-6.57552733028326,0.289491125531719,0.0248894620041401,0.0280223222099899,46,59,Brain Caudate basal ganglia,Visual disturbances
Phecode_480.11,ENSG00000101966,XIAP,-1.05923685240652,-12.0126740302089,0.289491925562799,0.00643600217749132,0.0826450623020488,13,16,Adipose Visceral Omentum,Pneumonia due to Streptococcus pneumoniae
Phecode_342,ENSG00000101966,XIAP,1.0586185708312,13.0801277791154,0.289773525859316,0.00473758085645384,0.075009256776443,12,13,Whole Blood,Hemiplegia and hemiparesis
Phecode_296.22,ENSG00000101966,XIAP,-1.05765942397322,-24.7826456499175,0.290210740298725,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,"Major depressive disorder, single episode, Major depressive disorder, recurrent"
Phecode_567,ENSG00000101966,XIAP,-1.05450938399837,-27.7253021755078,0.291649766598333,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Peritonitis
Phecode_411.2,ENSG00000101966,XIAP,-1.05336167277221,-7.67698512160573,0.292175263137506,0.0377529699560139,1.95853042611589e-7,11,12,Muscle Skeletal,"Acute myocardial infarction, Subsequent ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction"
Phecode_433.1,ENSG00000101966,XIAP,-1.05297864833809,-13.2514199210318,0.292350778002174,0.00643600217749132,0.0826450623020488,13,16,Adipose Visceral Omentum,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
Phecode_383,ENSG00000101966,XIAP,-1.05184177509989,-14.5200651942561,0.292872149077984,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Otosclerosis
Phecode_386.3,ENSG00000101966,XIAP,-1.04960048118677,-4.08556657222321,0.293901835759688,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Disorders of vestibular function
Phecode_703,ENSG00000101966,XIAP,-1.04834930058391,-22.0019617337385,0.294477703121698,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Nail disorders
Phecode_296.1,ENSG00000101966,XIAP,-1.04809382684933,-12.7946678852733,0.294595380174118,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Bipolar disorder
Phecode_565,ENSG00000101966,XIAP,1.04642224454141,1.11540700809787,0.295366126969185,0.00819518909887165,0.179950352248207,6,8,Prostate,"Fissure and fistula of anal and rectal regions, Abscess of anal and rectal regions"
Phecode_594.2,ENSG00000101966,XIAP,1.04579742080107,3.89637685741051,0.295654572236245,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Calculus of lower urinary tract
Phecode_287,ENSG00000101966,XIAP,1.04500658359257,3.76486862427466,0.296019926737513,0.00819518909887165,0.179950352248207,6,8,Prostate,Purpura and other hemorrhagic conditions
Phecode_411.2,ENSG00000101966,XIAP,1.04419483165874,13.0000575685486,0.296395257670191,0.00473758085645384,0.075009256776443,12,13,Whole Blood,"Acute myocardial infarction, Subsequent ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction"
Phecode_386.3,ENSG00000101966,XIAP,1.04183904159959,4.04904447490327,0.297486309983343,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Disorders of vestibular function
Phecode_540.11,ENSG00000101966,XIAP,1.04077436357974,4.08774000685436,0.29798028084481,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Acute appendicitis
Phecode_522,ENSG00000101966,XIAP,-1.03252336876911,-11.9693533373492,0.301827006085037,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Diseases of pulp and periapical tissues
Phecode_550.3,ENSG00000101966,XIAP,1.03102963211826,2.7812018003203,0.30252692420652,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Femoral hernia
Phecode_381.11,ENSG00000101966,XIAP,1.02935726428658,4.33422957191839,0.303311823286211,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Suppurative and unspecified otitis media
Phecode_327,ENSG00000101966,XIAP,1.02809269036791,16.9660697031401,0.303906228718803,0.0157267878602023,0.130159233563786,2,3,Cells EBV-transformed lymphocytes,Sleep disorders
Phecode_411.2,ENSG00000101966,XIAP,1.0263075520817,0.605129908908911,0.304746638638658,0.00819518909887165,0.179950352248207,6,8,Prostate,"Acute myocardial infarction, Subsequent ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction"
Phecode_415.11,ENSG00000101966,XIAP,-1.02526747100118,-3.00520209706426,0.305237,8.5025141061712e-4,0.562894924430997,1,1,Breast Mammary Tissue,Pulmonary embolism
Phecode_497,ENSG00000101966,XIAP,1.02486528414132,9.56178302825652,0.305426757115445,0.00137036777807214,0.65621404485927,18,24,Brain Anterior cingulate cortex BA24,"Bronchitis, not specified as acute or chronic"
Phecode_567,ENSG00000101966,XIAP,1.02280073304182,16.855875158955,0.306402071376126,0.0157267878602023,0.130159233563786,2,3,Cells EBV-transformed lymphocytes,Peritonitis
Phecode_686.3,ENSG00000101966,XIAP,-1.02142080960642,-6.80004189379578,0.307055110297537,0.0248894620041401,0.0280223222099899,46,59,Brain Caudate basal ganglia,Pilonidal cyst and sinus
Phecode_165.1,ENSG00000101966,XIAP,1.02055864927877,8.09142403764908,0.307463589043373,0.00137036777807214,0.65621404485927,18,24,Brain Anterior cingulate cortex BA24,Malignant neoplasm of bronchus and lung
Phecode_368,ENSG00000101966,XIAP,-1.02010750391627,-25.319830709295,0.307677478313805,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Visual disturbances
Phecode_191.11,ENSG00000101966,XIAP,1.01874953972366,3.37822021497365,0.308321887131544,0.00819518909887165,0.179950352248207,6,8,Prostate,Malignant neoplasm of brain
Phecode_200.1,ENSG00000101966,XIAP,1.01601856168479,4.28839693416319,0.309620547576132,0.00819518909887165,0.179950352248207,6,8,Prostate,Polycythemia vera
Phecode_149.4,ENSG00000101966,XIAP,-1.01420595745585,-23.8821550036154,0.310484486513927,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Malignant neoplasm of larynx
Phecode_353,ENSG00000101966,XIAP,1.01255763261488,4.33839766821387,0.311271505303001,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Nerve root and plexus disorders
Phecode_733.4,ENSG00000101966,XIAP,-1.01116572654747,-7.06494939746892,0.311937116677393,0.0248894620041401,0.0280223222099899,46,59,Brain Caudate basal ganglia,Osteonecrosis
Phecode_153.3,ENSG00000101966,XIAP,-1.01086000257776,-4.00940706021351,0.312083439863146,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,"Malignant neoplasm of rectosigmoid junction, Malignant neoplasm of rectum"
Phecode_352.1,ENSG00000101966,XIAP,1.01055368981423,3.39691956190613,0.312230090210789,0.00819518909887165,0.179950352248207,6,8,Prostate,Disorders of trigeminal nerve
Phecode_420.3,ENSG00000101966,XIAP,1.00477188192116,0.144802367101873,0.31500670627124,0.038355018597493,1.4574679294239e-5,37,48,Cells Cultured fibroblasts,Acute and subacute endocarditis
Phecode_474.1,ENSG00000101966,XIAP,1.00228449296223,14.7875239227469,0.316206209850328,0.00129876221287029,0.490692856432904,5,6,Colon Transverse,Acute tonsillitis
Phecode_165.1,ENSG00000101966,XIAP,-1.00006225747565,-24.863938163378,0.31728037982781,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Malignant neoplasm of bronchus and lung
Phecode_610.8,ENSG00000101966,XIAP,-0.998454160034424,-1.16721656895094,0.318059182113979,0.0464861651367059,0.0102384897777491,79,102,Vagina,Benign mammary dysplasia
Phecode_464,ENSG00000101966,XIAP,-0.997938367070734,-8.09953411201519,0.31830924594487,0.0377529699560139,1.95853042611589e-7,11,12,Muscle Skeletal,Acute sinusitis
Phecode_474,ENSG00000101966,XIAP,0.997255227589658,13.6139483060767,0.318640639951302,0.00473758085645384,0.075009256776443,12,13,Whole Blood,Peritonsillar abscess
Phecode_378.5,ENSG00000101966,XIAP,-0.996050679782579,-1.39955196952114,0.319225521650721,0.0464861651367059,0.0102384897777491,79,102,Vagina,Paralytic strabismus
Phecode_420.2,ENSG00000101966,XIAP,-0.99552498240339,-2.64308717006583,0.319481,8.5025141061712e-4,0.562894924430997,1,1,Breast Mammary Tissue,Other diseases of pericardium
Phecode_367,ENSG00000101966,XIAP,-0.99543448617569,-11.4534485735218,0.31952499283869,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Disorders of refraction and accommodation
Phecode_574.3,ENSG00000101966,XIAP,-0.99251628656643,-6.11255178536368,0.320945738663811,0.00872321152229791,0.025242222301231,17,19,Thyroid,Cholecystitis
Phecode_520.2,ENSG00000101966,XIAP,-0.992467862743553,-1.12961070761545,0.320969348898447,0.0464861651367059,0.0102384897777491,79,102,Vagina,Embedded and impacted teeth
Phecode_433.1,ENSG00000101966,XIAP,-0.990469478158476,-12.3358228289717,0.321944700485395,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
Phecode_550.3,ENSG00000101966,XIAP,0.989832553842551,1.67642041681815,0.322255970255755,0.038355018597493,1.4574679294239e-5,37,48,Cells Cultured fibroblasts,Femoral hernia
Phecode_427.42,ENSG00000101966,XIAP,0.986626444000285,14.8061642315988,0.323825801586796,0.00129876221287029,0.490692856432904,5,6,Colon Transverse,Cardiac arrest
Phecode_317.11,ENSG00000101966,XIAP,-0.985554417685965,-4.19999016947424,0.324351815343277,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Alcoholic liver disease
Phecode_411.2,ENSG00000101966,XIAP,0.985234404173087,17.5642655621079,0.324508944920461,0.00129876221287029,0.490692856432904,5,6,Colon Transverse,"Acute myocardial infarction, Subsequent ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction"
Phecode_610.8,ENSG00000101966,XIAP,-0.980688676666902,-11.8684614893814,0.326746289496386,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Benign mammary dysplasia
Phecode_465.2,ENSG00000101966,XIAP,0.979567502294924,14.5522105924671,0.327299652975075,0.0157267878602023,0.130159233563786,2,3,Cells EBV-transformed lymphocytes,Acute pharyngitis
Phecode_149.4,ENSG00000101966,XIAP,0.977448271048047,16.9007631793124,0.328347275359521,0.00129876221287029,0.490692856432904,5,6,Colon Transverse,Malignant neoplasm of larynx
Phecode_296.22,ENSG00000101966,XIAP,-0.976648902627595,-4.14121147241804,0.328743,8.5025141061712e-4,0.562894924430997,1,1,Breast Mammary Tissue,"Major depressive disorder, single episode, Major depressive disorder, recurrent"
Phecode_198,ENSG00000101966,XIAP,0.975753072029803,13.8409847999152,0.329186845172968,0.00129876221287029,0.490692856432904,5,6,Colon Transverse,Secondary malignant neoplasm of respiratory and digestive organs
Phecode_420.3,ENSG00000101966,XIAP,-0.973509465813038,-1.11839931270398,0.330300157968703,0.0464861651367059,0.0102384897777491,79,102,Vagina,Acute and subacute endocarditis
Phecode_585.1,ENSG00000101966,XIAP,0.972923184597473,1.72747219664984,0.330591481139428,0.00819518909887165,0.179950352248207,6,8,Prostate,Acute kidney failure
Phecode_317,ENSG00000101966,XIAP,-0.972489263262421,-13.5728554875372,0.330807203715023,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Alcohol related disorders
Phecode_200,ENSG00000101966,XIAP,-0.970274334984953,-5.92618338055065,0.331909766592663,0.00872321152229791,0.025242222301231,17,19,Thyroid,Myelodysplastic syndromes
Phecode_496.1,ENSG00000101966,XIAP,-0.970133227357572,-6.84580098064354,0.331980088534885,0.00872321152229791,0.025242222301231,17,19,Thyroid,Emphysema
Phecode_415.11,ENSG00000101966,XIAP,0.96883557169654,4.138175269602,0.332627235372658,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Pulmonary embolism
Phecode_565,ENSG00000101966,XIAP,-0.968514657092126,-13.0810368064876,0.332787402524086,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,"Fissure and fistula of anal and rectal regions, Abscess of anal and rectal regions"
Phecode_695.7,ENSG00000101966,XIAP,0.968065178727485,11.4543947270965,0.333011819020632,0.00473758085645384,0.075009256776443,12,13,Whole Blood,"Lichen simplex chronicus and prurigo, Lichen planus"
Phecode_350.3,ENSG00000101966,XIAP,-0.966134905100805,-3.44588238454464,0.333976680396533,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Dystonia
Phecode_320,ENSG00000101966,XIAP,0.963518987711162,4.22060344728943,0.335287140059737,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Viral meningitis
Phecode_153.3,ENSG00000101966,XIAP,-0.960339393910267,-13.8760117226764,0.336884429647095,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,"Malignant neoplasm of rectosigmoid junction, Malignant neoplasm of rectum"
Phecode_483,ENSG00000101966,XIAP,0.955818658427725,4.57575625364165,0.339163859997071,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Acute bronchitis
Phecode_198,ENSG00000101966,XIAP,-0.954280913068228,-3.18465511467271,0.33994146692496,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Secondary malignant neoplasm of respiratory and digestive organs
Phecode_327,ENSG00000101966,XIAP,-0.953188243663258,-5.67286471412357,0.340494701886528,0.00872321152229791,0.025242222301231,17,19,Thyroid,Sleep disorders
Phecode_555.1,ENSG00000101966,XIAP,0.95318793464465,17.1847094618915,0.340494858428846,0.0157267878602023,0.130159233563786,2,3,Cells EBV-transformed lymphocytes,Crohn's disease [regional enteritis]
Phecode_150,ENSG00000101966,XIAP,-0.9470409944491,-4.30012397284732,0.343617889961483,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Malignant neoplasm of esophagus
Phecode_550.3,ENSG00000101966,XIAP,0.94649727025424,13.0775177900934,0.343895013910268,0.00129876221287029,0.490692856432904,5,6,Colon Transverse,Femoral hernia
Phecode_327,ENSG00000101966,XIAP,-0.946021020275546,-12.9106540775161,0.344137864972564,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Sleep disorders
Phecode_296.22,ENSG00000101966,XIAP,-0.943310271481999,-12.9036499538332,0.345522223572266,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,"Major depressive disorder, single episode, Major depressive disorder, recurrent"
Phecode_531.3,ENSG00000101966,XIAP,-0.943040126457377,-3.0944402682354,0.345660378795913,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Duodenal ulcer
Phecode_497,ENSG00000101966,XIAP,0.942714680975609,14.8416246931606,0.345826862046042,0.00129876221287029,0.490692856432904,5,6,Colon Transverse,"Bronchitis, not specified as acute or chronic"
Phecode_447,ENSG00000101966,XIAP,-0.941652812848238,-13.4611588094526,0.34637042120885,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Other disorders of arteries and arterioles
Phecode_383,ENSG00000101966,XIAP,0.941570379512516,4.32534013184116,0.346412640715754,0.00819518909887165,0.179950352248207,6,8,Prostate,Otosclerosis
Phecode_613.1,ENSG00000101966,XIAP,-0.941464498176707,-6.79442755427349,0.346466874286165,0.0377529699560139,1.95853042611589e-7,11,12,Muscle Skeletal,Inflammatory disorders of breast
Phecode_420.2,ENSG00000101966,XIAP,0.940580402952787,3.92353617131541,0.346919928499065,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Other diseases of pericardium
Phecode_947,ENSG00000101966,XIAP,-0.940529113515607,-13.7850081288494,0.346946223316098,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Urticaria
Phecode_483,ENSG00000101966,XIAP,0.940088753642471,2.66060917554651,0.347172037053178,0.00137036777807214,0.65621404485927,18,24,Brain Anterior cingulate cortex BA24,Acute bronchitis
Phecode_145.2,ENSG00000101966,XIAP,-0.938699597816946,-6.11064790760055,0.347885,8.5025141061712e-4,0.562894924430997,1,1,Breast Mammary Tissue,"Malignant neoplasm of base of tongue, Malignant neoplasm of other and unspecified parts of tongue"
Phecode_585.1,ENSG00000101966,XIAP,0.937181395622891,3.97372687563403,0.348665257969289,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Acute kidney failure
Phecode_189.11,ENSG00000101966,XIAP,0.936236078184867,8.11833759897343,0.349151651387166,0.00137036777807214,0.65621404485927,18,24,Brain Anterior cingulate cortex BA24,"Malignant neoplasm of kidney, except renal pelvis"
Phecode_474.1,ENSG00000101966,XIAP,-0.935953715153258,-13.876531218061,0.349297018943789,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Acute tonsillitis
Phecode_150,ENSG00000101966,XIAP,-0.934628011030972,-1.00493783792329,0.349980038265885,0.0464861651367059,0.0102384897777491,79,102,Vagina,Malignant neoplasm of esophagus
Phecode_153.3,ENSG00000101966,XIAP,-0.931910751301393,-6.84845233302595,0.351382650891811,0.0248894620041401,0.0280223222099899,46,59,Brain Caudate basal ganglia,"Malignant neoplasm of rectosigmoid junction, Malignant neoplasm of rectum"
Phecode_522,ENSG00000101966,XIAP,-0.929074182383822,-1.04718121214201,0.352850643186203,0.0464861651367059,0.0102384897777491,79,102,Vagina,Diseases of pulp and periapical tissues
Phecode_465,ENSG00000101966,XIAP,-0.926228771831496,-3.45798814246833,0.354327103188951,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Acute upper respiratory infections of multiple and unspecified sites
Phecode_296.22,ENSG00000101966,XIAP,-0.925381185312768,-1.23006360234721,0.354767662083141,0.0464861651367059,0.0102384897777491,79,102,Vagina,"Major depressive disorder, single episode, Major depressive disorder, recurrent"
Phecode_317.11,ENSG00000101966,XIAP,0.924096776801863,13.6202456173572,0.355435931315249,0.00473758085645384,0.075009256776443,12,13,Whole Blood,Alcoholic liver disease
Phecode_359.2,ENSG00000101966,XIAP,0.923162304580209,17.4296826772694,0.355922629788011,0.00129876221287029,0.490692856432904,5,6,Colon Transverse,Myositis
Phecode_733.4,ENSG00000101966,XIAP,0.922219236892168,13.4367490414747,0.35641423086682,0.0157267878602023,0.130159233563786,2,3,Cells EBV-transformed lymphocytes,Osteonecrosis
Phecode_327,ENSG00000101966,XIAP,-0.921003684679891,-3.62185836156435,0.357048503285099,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Sleep disorders
Phecode_464,ENSG00000101966,XIAP,0.920621384000956,14.044884197138,0.357248133793791,0.00473758085645384,0.075009256776443,12,13,Whole Blood,Acute sinusitis
Phecode_228,ENSG00000101966,XIAP,0.919820650442131,4.25319704745386,0.357666490126115,0.0301421076010978,0.00738400933824701,18,22,Pituitary,"Hemangioma and lymphangioma, any site"
Phecode_430.2,ENSG00000101966,XIAP,0.91662403709486,16.772521414488,0.359339684109441,0.0157267878602023,0.130159233563786,2,3,Cells EBV-transformed lymphocytes,Nontraumatic intracerebral hemorrhage
Phecode_471,ENSG00000101966,XIAP,-0.913846000905292,-1.35610834305859,0.360797771100708,0.0464861651367059,0.0102384897777491,79,102,Vagina,Nasal polyp
